geneID	A_RC	A_RPKM	B_RC	B_RPKM	C_RC	C_RPKM	D_RC	D_RPKM
TPM4	59002	1203.075	30760	375.8358	1325	42.00522	84727	632.8632
SURF6	597	13.76997	891	12.31466	163	5.845313	894	7.553675
ZNF410	841	18.0907	1366	17.60743	163	5.451405	1127	8.880662
AMFR	2047	30.49278	3555	31.73253	1485	34.39277	5010	27.33877
ZCWPW2	20	0.4076532	58	0.7083938	50	1.5845	52	0.3882632
RNF168	535	5.368699	497	2.988529	131	2.043845	849	3.120937
CCDC85B	2003	87.18704	3383	88.23866	332	22.46832	14507	231.3186
ZNF322	514	5.829984	776	5.274142	55	0.9699031	438	1.81987
STX17	547	4.246359	705	3.279475	251	3.029455	1071	3.045656
RSRC2	1131	25.58072	1606	21.76615	707	24.86171	2427	20.1086
COMMD7	752	21.10274	1172	19.70764	402	17.53915	2149	22.09121
ATG13	1319	12.25675	2424	13.49737	289	4.175321	4264	14.51476
PLEKHM3	375	2.05058	359	1.176321	98	0.8331689	731	1.464283
RCN3	3282	94.93154	9839	170.5332	48	2.158612	21855	231.5713
CHCHD10	129	9.882648	200	9.181202	1940	231.0717	141	3.956989
MMP15	137	1.729082	176	1.331047	43	0.8437715	862	3.98533
BUB3	3524	68.3722	1904	22.13586	220	6.636327	3958	28.13076
FAM91A1	1743	16.91179	1223	7.110573	125	1.885661	2322	8.253088
RRN3	1352	19.18079	848	7.208944	368	8.117067	1227	6.376708
MAN1B1	1672	30.91861	3999	44.31196	126	3.622561	6839	46.32744
NASP	2226	38.51991	1102	11.42688	286	7.694627	1721	10.90945
TIMM9	346	16.17686	651	18.23833	139	10.10403	729	12.48555
ACTR10	1535	33.72269	2395	31.52865	348	11.88652	2756	22.17967
TRIM8	2047	39.64392	3615	41.95203	416	12.52603	7753	55.00353
TPST2	387	10.95753	607	10.29856	325	14.30693	1338	13.87778
PM20D2	301	3.425649	297	2.025437	553	9.785048	281	1.171507
ZNF189	342	5.822336	502	5.12107	126	3.335056	404	2.519501
HACD4	390	4.983189	1109	8.491026	44	0.8740914	1197	5.60272
PRDM2	1281	9.212271	1669	7.192167	578	6.462593	2828	7.450047
RNH1	7864	234.6806	13768	246.2013	754	34.98375	30162	329.728
ADORA2A	18	0.36647	13	0.1585971	25	0.7913477	81	0.6041058
MRPS10	1068	26.76327	1238	18.58979	545	21.23371	1576	14.46726
ZNF18	108	2.088601	273	3.163591	33	0.9922182	239	1.693136
RBMS1	5367	67.29364	4818	36.19888	340	6.628005	9345	42.92238
SMIM8	91	2.002477	151	1.991081	67	2.292252	151	1.217209
REXO1	594	6.95357	707	4.959372	287	5.223537	1665	7.139991
ST7-AS1	23	0.6532923	37	0.6297488	20	0.8832245	117	1.217384
ITGA11	3025	32.38591	38328	245.8854	28	0.4660689	47289	185.4611
LOC643072	28	0.6113802	77	1.007465	81	2.749792	78	0.6238928
SRSF5	2255	77.96801	3688	76.40939	2242	120.5222	11003	139.3616
MSRB1	266	10.16006	436	9.978999	401	23.81334	991	13.86597
PAXBP1	498	6.656564	384	3.075657	187	3.886188	757	3.706625
LINC00342	170	2.914499	29	0.2979194	53	1.412707	427	2.681667
KHSRP	2737	45.16199	3146	31.10591	555	14.23812	4225	25.53801
GJC1	1382	9.695475	325	1.36625	16	0.1745189	888	2.282107
SLC38A1	2201	13.71196	4115	15.36155	229	2.218076	4847	11.06151
MAN1A2	1316	13.09815	995	5.934212	172	2.661607	1169	4.262169
SREBF1	908	12.02299	6432	51.03388	329	6.773046	10283	49.87794
NELFB	1499	31.24234	2681	33.48302	307	9.948136	3802	29.02793
KLHL2	670	11.4536	265	2.714557	164	4.358855	705	4.414874
MARCKS	6437	80.20343	17746	132.4939	342	6.625169	15796	72.09723
TMEM14B	634	28.49906	1195	32.18808	470	32.84737	1796	29.57397
FOXP4	350	3.158232	1338	7.234657	115	1.613375	1287	4.254187
DNAJB14	1187	89.65491	1469	66.48613	81	9.511955	1012	28.00051
AGAP4	56	1.196454	138	1.766741	28	0.9300953	224	1.753146
TCF3	2315	30.44286	3997	31.49594	108	2.208105	4916	23.68145
SEC31B	45	0.5232448	124	0.8639726	166	3.000972	455	1.938054
DIS3	1563	11.31461	1138	4.936383	263	2.960042	1569	4.160693
SLC25A30	615	8.67907	557	4.710198	691	15.16134	662	3.4223
RER1	2599	44.90206	5023	52.00068	519	13.94083	5995	37.94121
DSTN	7066	217.0257	12222	224.9395	439	20.96348	14974	168.4757
SLC26A11	258	5.081053	639	7.540859	16	0.4899091	1374	9.912491
COPE	1281	56.35431	2992	78.87247	319	21.81876	4071	65.60563
GLIPR2	1793	50.15796	2700	45.25945	176	7.654797	2856	29.26711
KCTD10	2681	35.99734	3162	25.44025	141	2.943433	4775	23.486
ATP1B3	3101	87.66296	5532	93.70924	225	9.889135	8020	83.05212
NDUFS1	1832	28.95498	1212	11.47853	2514	61.77668	1976	11.44055
TIMMDC1	1063	35.78485	2195	44.27783	608	31.82225	2636	32.50674
CAPN15	922	10.4224	1459	9.882759	163	2.864746	2844	11.77684
CACNB2	36	0.4819181	37	0.2967962	29	0.6035735	419	2.054692
NOVA1	269	3.750807	231	1.930058	40	0.8671492	1271	6.492022
TMUB1	469	18.83967	1351	32.51934	241	15.05147	2323	34.18312
ORAOV1	273	5.793475	243	3.090072	44	1.451746	363	2.821923
ADGRE5	1355	21.72325	1797	17.26313	762	18.99337	4253	24.97716
GLT8D2	511	12.8896	3058	46.22126	23	0.9020024	2149	19.85715
TPBG	2187	34.58619	4449	42.16016	30	0.7376266	7701	44.61317
SEC16A	2769	16.5304	2548	9.114768	596	5.531819	4439	9.707501
RBM5	1359	23.27652	1904	19.54121	483	12.86196	3347	20.99986
LOC441155	169	2.370012	259	2.176454	56	1.220993	197	1.012027
IGSF8	280	6.343683	895	12.15045	46	1.620327	1670	13.85996
BUD23	736	31.85578	1491	38.66998	429	28.86883	2378	37.70372
EIF2S2	3500	70.03497	6134	73.54897	891	27.71954	6388	46.82457
MED4	790	19.42465	1198	17.65098	303	11.58324	1680	15.13204
C19orf47	221	5.646268	356	5.450109	492	19.54321	363	3.397331
PRDX1	4283	225.6223	7886	248.9296	1316	107.7832	11356	219.1398
NIPA1	431	3.520661	310	1.517381	28	0.3556038	629	1.882173
DMAP1	280	8.502546	652	11.86382	204	9.631248	1006	11.19054
MLLT10	838	39.69897	966	27.42195	285	20.99141	1561	27.08945
RNPEP	1404	31.20265	2149	28.61849	151	5.217504	4095	33.33806
N4BP2L1	19	0.3343973	391	4.123556	215	5.883139	268	1.72785
RNF25	384	13.19198	722	14.86284	75	4.005913	851	10.70953
LINC00965	94	1.753973	252	2.817613	11	0.3191164	311	2.125775
PCNA	3084	125.3866	1183	28.8209	84	5.309793	2479	36.92117
ACADVL	3015	72.56945	6109	88.10946	6744	252.3745	15028	132.5042
KIAA1462	5606	32.32599	3527	12.18681	110	0.9861724	7425	15.68401
CBR3	323	15.57684	550	15.89372	21	1.574554	2095	37.01033
GTF2IRD2	36	0.5385116	200	1.792703	50	1.162851	149	0.8164711
ZNF805	168	0.8897194	483	1.532769	45	0.3705252	385	0.746907
NINJ1	177	7.409789	1103	27.66903	271	17.63857	2965	45.46941
CYB561D1	239	2.563873	482	3.098357	32	0.5337157	479	1.882331
CEP192	837	5.627584	436	1.756584	102	1.066248	853	2.100911
ENPEP	67	0.7193181	154	0.9907243	68	1.135054	12	0.04719429
GABRE	74	1.259004	297	3.027874	20	0.5290381	444	2.7672
ATP5J2-PTCD1	381	3.689383	624	3.620756	145	2.183022	801	2.841341
TOMM5	931	55.16743	1286	45.66253	310	28.55987	1771	38.44268
CHN1	315	6.906147	3219	42.28946	13	0.4431289	511	4.104008
RPRD1A	1078	12.97344	1097	7.910957	686	12.83577	1111	4.89793
USP19	1109	13.03927	1947	13.71745	827	15.1178	2899	12.48625
PDIA6	7709	152.7749	6905	81.99804	412	12.69441	18452	133.9551
EPM2A	80	2.520648	226	4.266939	890	43.59871	179	2.066033
DDX23	2059	33.79784	2107	20.72445	615	15.69528	3051	18.34581
RFX1	199	2.438138	498	3.65612	107	2.038217	710	3.186585
WARS	2534	50.10703	5270	62.44368	785	24.13366	5644	40.88284
LOC100419583	298	7.780321	627	9.809225	225	9.133247	1467	14.03051
SLC25A42	91	1.492822	341	3.352023	175	4.463405	644	3.870033
MAD2L1BP	324	11.23146	650	13.50177	66	3.557106	503	6.38736
SLC25A33	238	8.735915	151	3.321195	136	7.761252	569	7.650781
SH3RF3-AS1	72	1.382926	35	0.4028285	13	0.3882139	164	1.153911
NAA16	285	8.891002	319	5.963242	113	5.480822	323	3.691224
S100A6	11208	880.0131	15899	748.026	824	100.5888	53898	1550.228
COMMD3-BMI1	1819	28.79194	2827	26.81328	478	11.76326	2222	12.88381
AMIGO1	67	1.454065	90	1.170408	92	3.104261	129	1.025559
LRRC20	240	4.1464	227	2.350021	2579	69.2744	644	4.075753
AHNAK2	4682	13.70752	4687	8.222582	20	0.09103718	37427	40.13972
SORD	506	9.646338	348	3.975366	86	2.549012	583	4.071389
FBXO6	71	2.458038	361	7.488992	122	6.566766	329	4.172422
TBC1D7	196	9.006725	240	6.608577	44	3.143583	270	4.545029
GCOM1	1057	12.22945	2099	14.55225	418	7.519166	2335	9.896482
IL6R	143	1.296691	292	1.586606	993	13.99945	826	2.743737
OIP5-AS1	355	10.05148	206	3.495062	187	8.231989	426	4.418485
ABI1	1693	24.37319	1574	13.57832	348	7.789258	3703	19.5286
FLI1	148	1.96698	379	3.018306	97	2.00434	405	1.971765
FEZ1	1153	35.05197	1632	29.72961	32	1.512497	5882	65.50436
MRPL39	366	18.13993	401	11.90926	190	14.64096	585	10.62117
ZFHX4	730	2.804667	832	1.915436	163	0.9736605	2667	3.753561
LMBRD1	590	13.70875	2148	29.90653	440	15.89498	2419	20.58941
CTNNBL1	878	22.66938	1061	16.41521	252	10.11596	1519	14.36696
CLIC2	108	2.149848	504	6.011744	54	1.671242	616	4.491867
KBTBD6	435	4.462059	443	2.722925	22	0.3508571	315	1.183637
PPM1F	1625	16.80685	1431	8.86867	266	4.277362	3323	12.58999
LSM12	1465	31.62771	1739	22.49653	322	10.80805	2503	19.79489
CCDC130	263	6.866525	724	11.32676	104	4.22159	1239	11.8499
DPY19L4	1188	10.21954	1942	10.01037	114	1.524689	1272	4.008335
HNRNPK	15509	288.2834	13184	146.8483	3486	100.7453	19424	132.2625
THAP6	210	3.137816	297	2.659197	111	2.578651	365	1.997851
IPO8	1620	16.26575	1317	7.92375	183	2.856746	1919	7.058235
NAT10	1211	16.07078	881	7.00575	209	4.312217	1359	6.606544
ATP8A1	34	0.2205262	27	0.1049375	1177	11.86914	129	0.3065017
ECHDC2	56	2.076832	195	4.333451	473	27.27319	572	7.770903
COMTD1	58	3.190106	186	6.130218	65	5.558426	291	5.863165
MAGT1	1944	25.9265	2466	19.70728	293	6.075425	4973	24.29563
SKI	3377	31.73254	4799	27.02156	395	5.770751	9860	33.94007
NKTR	1376	10.10136	674	2.964881	550	6.277484	2489	6.693425
PICK1	87	2.269226	113	1.766131	92	3.73085	332	3.172186
CTGF	11304	258.7269	14857	203.7635	679	24.16243	23521	197.2092
ZMYM2	1162	6.136923	1643	5.199577	460	3.777146	1502	2.905872
ATG14	391	4.420846	562	3.807595	686	12.05908	1250	5.177268
TIMM22	569	15.81017	1043	17.36579	111	4.795223	919	9.354098
NFYB	529	8.147204	1547	14.27674	304	7.279272	715	4.033862
NUP35	323	9.841732	184	3.359485	65	3.079242	280	3.125281
LINC00662	69	1.804119	160	2.506813	23	0.9349864	219	2.097598
C1D	366	15.28614	912	22.8243	180	11.68828	453	6.930697
ETAA1	424	6.925907	381	3.729252	28	0.7110993	513	3.069659
ANKRD16	95	3.198081	246	4.962345	38	1.988891	582	7.177132
SAMD1	666	17.63725	1425	22.61296	108	4.446741	1980	19.20808
PNPT1	820	9.532616	663	4.618465	281	5.078857	763	3.249263
POLR3K	176	11.45426	206	8.033552	103	10.42205	322	7.676661
RPS6KA4	1194	20.41134	1383	14.16691	128	3.402033	2568	16.08141
CARF	112	0.8850868	207	0.9802212	29	0.3563094	353	1.021891
VSIR	63	0.707833	3789	25.50943	920	16.07088	2176	8.95594
WDR1	10141	173.0287	5699	58.26689	1367	36.26329	14013	87.58514
CEP70	201	3.899776	89	1.034712	143	4.313612	360	2.558634
DDX59	293	6.772692	313	4.335348	357	12.8299	642	5.436141
AMD1	2775	43.47482	1431	13.43384	1268	30.88556	2104	12.07487
NME1	1784	117.9657	1458	57.77025	66	6.785255	2012	48.73611
KIF13B	99	0.6056412	458	1.678926	112	1.06527	1026	2.299268
UGGT2	750	8.159886	1033	6.734558	33	0.5582108	1707	6.803281
GUSBP1	98	7.47571	56	2.559766	37	4.388231	130	3.632719
MOCS1	256	3.297731	550	4.245451	164	3.284585	689	3.251296
COL27A1	339	2.327718	539	2.217713	174	1.857553	1506	3.788067
ZSCAN2	128	7.34928	192	6.605747	34	3.035115	253	5.321295
NONO	7937	147.5852	7716	85.97349	777	22.46306	13086	89.13646
PPP1R3B	891	8.589153	1248	7.208968	1188	17.80535	1240	4.378812
LYSMD3	889	11.3483	900	6.884263	186	3.691504	754	3.525838
RORA	564	2.793268	1356	4.024195	1023	7.877175	959	1.739859
FAM47E-STBD1	363	6.361608	180	1.890247	1299	35.3941	436	2.799038
MAPRE1	3696	75.56407	2379	29.14498	662	21.04277	3395	25.42642
LINC01002	33	0.3630865	33	0.2175685	399	6.825438	300	1.209148
PDZD11	716	30.81603	988	25.48042	63	4.215661	1743	27.4804
RPS3	8787	240.295	22864	374.6642	2613	111.0977	23269	233.1008
EXOC5	2542	16.01683	1928	7.279374	347	3.39932	2464	5.68727
COPS3	1426	42.17969	1137	20.15256	858	39.45778	1562	16.92493
SF3A1	2046	21.33393	2277	14.22703	582	9.435167	4335	16.55832
CLP1	250	8.105619	401	7.790699	37	1.865131	264	3.135539
EGR3	18	0.2227231	57	0.4226234	192	3.693647	9406	42.63437
GLRX3	1887	74.84743	1415	33.63158	294	18.13067	2770	40.24823
NOL3	131	4.573638	300	6.276212	399	21.65832	664	8.492208
AHCY	1594	37.02082	2862	39.83027	431	15.56311	3020	25.6937
MSRB2	334	9.890306	904	16.04049	355	16.3438	1286	13.94974
ERMAP	183	2.928588	623	5.97422	15	0.3732157	714	4.185694
TMSB4X	35826	3054.424	54956	2807.579	2040	270.4099	103473	3231.619
ANO6	3614	31.73005	5140	27.04156	1578	21.54027	4838	15.56003
TSPYL4	426	5.530139	505	3.928292	87	1.75593	1463	6.957174
PSMA4	2491	104.6079	3229	81.254	613	40.02328	3431	52.78051
SUV39H1	214	3.847177	57	0.6140294	29	0.8105651	229	1.508085
LOC729218	132	1.237541	195	1.095484	80	1.166103	663	2.27699
HSPA8	31103	833.5601	27434	440.5646	15341	639.2191	47338	464.7362
TMEM265	35	0.8937796	156	2.387113	25	0.9925762	127	1.188032
CPPED1	913	8.56415	766	4.305545	252	3.675153	1318	4.528882
OXSR1	1880	22.29015	1077	7.651678	649	11.96358	2201	9.559544
PLEKHG3	74	0.855439	364	2.521416	51	0.9166192	1092	4.624257
ZNF844	141	2.690881	101	1.155002	17	0.5044124	256	1.789688
TRIM22	1367	23.71653	4135	42.98769	353	9.521795	5776	36.70895
ZC3HC1	388	10.3108	449	7.149781	107	4.42085	553	5.383289
UST	667	8.145994	1348	9.864931	26	0.4936885	2561	11.4575
DUSP28	20	0.6897334	17	0.3513064	94	5.040117	87	1.099088
TBC1D2	169	2.825101	405	4.056843	35	0.9096552	1193	7.305498
ILF2	3835	108.9871	4039	68.78117	662	29.25023	4978	51.8235
DDHD2	941	10.71624	964	6.578334	210	3.718208	1671	6.970942
OTUD1	117	2.015526	482	4.975486	41117	1101.249	931	5.875087
ZNF521	631	6.807181	1400	9.050068	26	0.4360866	4064	16.0603
TMEM154	123	2.051024	72	0.7194225	123	3.188836	129	0.787984
GOLT1B	1544	25.30554	1860	18.267	154	3.924195	1589	9.540131
DPH7	273	6.440876	671	9.486165	61	2.237554	713	6.162172
FAM58A	351	14.61413	723	18.03807	113	7.314855	800	12.20163
LINC00888	42	1.383492	89	1.756723	119	6.094466	93	1.122205
DUSP1	4320	114.4603	5261	83.52671	9541	393.0307	95757	929.4023
RPS19BP1	851	44.82946	2380	75.12712	251	20.55744	2806	54.14815
TET3	231	1.087888	336	0.9481947	90	0.6589862	439	0.757354
KLF3	1684	16.08326	1722	9.854872	407	6.043489	4386	15.34485
SVIL-AS1	665	17.28638	596	9.283562	618	24.97655	1153	10.97928
NEMP1	1243	11.8672	499	2.854721	27	0.4007767	1151	4.025452
TRPS1	879	4.705794	1125	3.608963	96	0.799055	1973	3.869307
DRG2	504	13.64356	976	15.8319	194	8.165079	1104	10.94784
LINC00506	89	7.144885	32	1.539363	66	8.237788	232	6.822684
CDC42EP3	3892	40.73291	5171	32.42896	828	13.473	1605	6.153322
MCFD2	6908	86.55462	12666	95.09623	1009	19.65579	16687	76.59109
EGR1	4705	80.45727	12526	128.3524	101338	2694.259	106332	666.0881
PEX5	636	10.31658	1477	14.35639	509	12.83684	1611	9.572743
ARL2BP	1475	37.66643	2744	41.9887	222	8.814076	4689	43.86364
PRELP	42	0.3877302	4884	27.0173	86	1.234355	12105	40.93616
NSUN3	187	1.522655	236	1.151484	15	0.1898946	356	1.061872
PPP2R3C	553	15.29428	754	12.49572	214	9.201934	1066	10.79998
TERF1	535	9.692677	615	6.676533	138	3.887143	920	6.105762
LPGAT1	1596	10.22439	2170	8.330095	498	4.960154	1462	3.430945
TOGARAM1	546	4.68109	744	3.822198	230	3.065799	689	2.163892
ZNF461	73	0.9794232	129	1.037106	37	0.7718105	117	0.5750365
ZNF75D	284	2.723047	358	2.056865	34	0.5068474	487	1.710519
VCAN	19839	253.7328	11295	86.56233	709	14.09823	42684	199.9788
NNMT	1874	63.68605	17776	361.9884	475	25.09746	17941	223.3487
ZHX3	1842	9.88695	1912	6.149595	535	4.464655	2752	5.41107
HAUS6	1426	12.21594	557	2.859226	67	0.8923672	600	1.882871
COQ2	390	12.74494	219	4.288477	205	10.4157	627	7.505898
PTPN11	6322	179.6653	3966	67.53803	2028	89.60643	4904	51.05312
DDAH1	4448	59.36583	4887	39.08409	255	5.291434	2624	12.82914
ZNF638	1940	15.2322	2116	9.955488	1276	15.57662	3045	8.758108
STK39	870	14.25024	540	5.300083	13	0.3310608	1123	6.738214
BAG6	3166	44.93975	5685	48.35441	1724	38.04683	9966	51.82063
ZZEF1	1419	6.678051	1287	3.629375	778	5.69257	1887	3.253129
CLEC2D	41	0.4337538	99	0.6275964	22	0.3618625	123	0.4766796
CUL3	1649	13.41483	2249	10.96326	1249	15.7975	2646	7.885266
PTGER3	421	10.98631	3103	48.52187	19	0.7708766	1979	18.91811
HIVEP3	169	0.7307632	108	0.2798334	88	0.591608	247	0.3912451
DNAL1	263	1.645723	266	0.9973978	73	0.7102073	442	1.013177
SOX12	865	9.958601	1497	10.32737	25	0.4474903	3386	14.2801
HSPE1-MOB4	1043	13.07145	942	7.074182	503	9.800964	2915	13.38258
ZNF787	564	14.96561	785	12.48162	355	14.64553	2149	20.88882
OST4	1569	173.4854	3899	258.3325	637	109.5067	10720	434.2069
PAFAH1B1	4072	38.89708	3804	21.77387	1395	20.71786	5552	19.42767
HIGD2A	628	37.88258	1875	67.77462	1060	99.41393	3455	76.34666
NSMCE1	548	27.67182	1018	30.80285	119	9.342553	2322	42.95181
RBMXL1	445	4.785224	373	2.403461	126	2.106562	724	2.851957
MALT1	851	9.072841	1274	8.138962	178	2.950497	1231	4.807661
XRRA1	476	5.39327	284	1.928188	63	1.109806	439	1.822098
MDH2	2638	67.72017	3283	50.50101	4218	168.3493	6169	58.01229
TMED1	501	15.54804	1229	22.85471	183	8.829792	1655	18.81473
PHB	2426	68.15011	2901	48.83255	760	33.19333	3885	39.97871
PNO1	650	15.15539	554	7.740152	157	5.691345	1004	8.575305
SOD3	386	13.53822	8805	185.0502	69	3.762571	39205	503.7067
ZNF598	1022	16.2679	1558	14.86052	161	3.984447	2506	14.61247
DOCK1	2178	17.02611	2635	12.3431	89	1.081705	3135	8.977536
PREB	892	21.83253	3532	51.80193	647	24.62096	2404	21.55439
SVBP	132	8.870595	521	20.97985	84	8.776463	780	19.20151
EEF2	33836	574.5775	108616	1105.221	18268	482.3053	122000	758.912
FAM98C	122	5.131346	333	8.392698	21	1.373258	590	9.090453
TTL	2312	24.01416	1966	12.23627	301	4.860797	2569	9.774751
PCGF1	160	9.470512	432	15.32227	59	5.429589	375	8.131053
HOXA4	39	1.210327	34	0.6322703	101	4.873273	129	1.466526
PTMS	2222	92.73051	4256	106.4305	245	15.89667	14856	227.1133
NRP2	976	20.30246	3901	48.62511	22	0.7115131	2141	16.31464
TMEM2	1156	9.787268	1212	6.148825	449	5.910326	1078	3.34337
HIGD1A	2284	44.26583	2077	24.12098	851	25.64269	3159	22.42767
NAGK	1111	41.81007	1684	37.97474	124	7.255209	3329	45.8926
HERPUD2	521	9.60122	1002	11.06477	123	3.524157	1483	10.01133
CCNT2	679	5.259654	380	1.763831	165	1.987159	784	2.224669
C8orf76	86	3.436589	195	4.669278	21	1.304698	189	2.766642
SNHG1	474	22.73622	468	13.45153	78	5.816958	244	4.287378
ARSB	1202	10.61759	1786	9.453417	42	0.5768092	2423	7.840376
MOCS2	940	12.05673	1315	10.10679	352	7.019491	1286	6.042331
FKBP3	1426	56.77192	1212	28.91363	3802	235.3356	2064	30.10134
C11orf1	62	3.38236	176	5.753428	27	2.290094	302	6.035276
DENND2C	71	0.9581029	39	0.3153583	822	17.24595	109	0.5388183
BAIAP2L1	224	3.273133	73	0.6391818	26	0.5906775	230	1.231135
ZNF12	545	5.772584	681	4.322219	51	0.839857	675	2.619025
DDX60	211	1.863206	279	1.476279	58	0.7962837	433	1.400646
ZNF343	217	3.206671	408	3.612774	76	1.746103	293	1.586077
NXT2	317	6.498352	425	5.22058	23	0.7330494	473	3.551952
POLA2	754	11.06584	355	3.12196	23	0.5248104	477	2.564446
P4HTM	220	5.169979	907	12.77201	40	1.461462	1482	12.75781
R3HDM1	884	10.84559	594	4.3669	266	5.073924	1113	5.002166
TLDC1	941	10.03037	560	3.576855	13	0.2154429	947	3.697766
MRPL3	2067	62.83818	1945	35.43142	524	24.76714	3185	35.46946
IARS	5709	69.83469	5904	43.27563	829	15.7662	5898	26.42883
GTPBP3	173	3.438633	236	2.81085	53	1.637861	446	3.247406
GPX4	2414	139.3488	13642	471.8782	1119	100.4286	19946	421.7779
IMPA2	135	4.710224	730	15.26218	1029	55.81933	473	6.045483
NLRC5	385	3.059619	268	1.276225	231	2.854171	1147	3.33912
RMND5B	236	6.437395	582	9.512772	223	9.457241	852	8.513336
RRBP1	4729	68.26407	8156	70.54821	246	5.521021	14860	78.5785
SESN3	2281	13.08964	2148	7.386225	171	1.525668	4207	8.84376
CCDC71	381	11.27583	736	13.05231	45	2.070606	892	9.670532
ATAT1	202	6.268871	188	3.496083	20	0.9650046	782	8.890101
SRI	1237	73.05762	2808	99.37539	140	12.85539	4152	89.82872
ZNF639	604	10.96499	875	9.518426	162	4.572436	661	4.395767
TEP1	472	2.440871	631	1.955322	154	1.238184	1275	2.415323
PAFAH2	228	3.414383	258	2.315171	68	1.583243	425	2.331462
PPA1	1652	68.04258	2229	55.01317	588	37.65386	4144	62.52483
SNRPB2	1231	39.27101	1284	24.5451	232	11.50703	1620	18.93176
DSTNP2	61	2.960392	37	1.075987	16	1.20726	121	2.151131
SAP130	683	8.77716	662	5.097734	98	1.958037	1326	6.242217
FGF7P3	22	0.2506456	97	0.6622091	39	0.6908178	130	0.5425539
CCDC12	235	14.60289	568	21.14974	131	12.65621	1124	25.58581
BLCAP	1012	25.73272	2168	33.03317	1372	54.24012	2449	22.81161
DDX10	525	8.62563	786	7.738201	69	1.762552	597	3.593088
MRPS5	865	13.95103	1330	12.85368	397	9.955016	1773	10.47516
NEK7	2882	37.40377	5790	45.02833	1241	25.04117	1792	8.519644
TDP1	422	6.421822	240	2.188482	12	0.2839151	438	2.441642
MGST2	42	2.815406	144	5.784157	241	25.11714	407	9.994203
NDUFA6	803	34.31259	1049	26.85959	973	64.64162	1767	27.659
TMED7	2698	35.6104	4435	35.07635	315	6.464082	3178	15.36564
DDX50	1142	24.12994	1235	15.63662	169	5.551856	1499	11.60256
ANKIB1	1973	17.39938	1733	9.1578	227	3.11239	2300	7.430132
ARHGEF10	1400	13.41148	1838	10.55067	64	0.9532136	3671	12.88235
TTC38	488	10.02677	713	8.778425	66	2.108369	927	6.977229
METTL21A	142	6.762879	460	13.12765	71	5.257304	423	7.379819
PDPK1	1684	13.16052	1014	4.748482	474	5.759314	2185	6.255247
ARHGDIA	7034	176.4316	9670	145.3404	540	21.05858	19162	176.0665
FAM207A	325	19.91852	396	14.54302	103	9.814593	921	20.67737
CTIF	1354	12.48035	3710	20.49122	236	3.382061	4211	14.21855
KDM1B	566	7.832969	326	2.70342	174	3.743869	897	4.547414
AR	383	2.003419	281	0.8807757	423	3.44013	951	1.822282
TSLP	18	0.4003658	21	0.2798915	22	0.7607967	17	0.1385146
GCLM	809	8.704667	1190	7.672493	1157	19.35523	3926	15.47448
COQ10A	98	3.727251	279	6.358471	802	47.42402	312	4.346896
SNAPC4	387	4.455466	539	3.718406	61	1.091876	1091	4.601178
TIPRL	1112	19.11926	1592	16.40194	246	6.576016	1843	11.6079
TBC1D4	528	4.539833	738	3.802316	2958	39.54263	1108	3.489858
GSTP1	3163	177.0579	8064	270.4909	943	82.07092	16507	338.4904
INTS8	786	12.43749	693	6.570966	159	3.911728	1164	6.747224
SNHG10	60	1.640799	65	1.065132	17	0.7227939	92	0.9216244
PBLD	85	1.761993	121	1.502992	14	0.4512058	163	1.237756
TRIM39	136	2.184259	282	2.71394	73	1.822844	352	2.070952
DENND3	132	1.300521	156	0.9209877	256	3.921432	915	3.302376
ZNF506	182	3.023567	143	1.423541	54	1.394772	192	1.168453
COL5A3	242	2.101989	2107	10.96644	176	2.376781	1232	3.920016
EAPP	418	18.22438	997	26.047	155	10.50678	1316	21.01815
ERCC2	977	20.4024	669	8.371411	83	2.694798	974	7.450881
ZNF596	50	0.985424	64	0.7558211	11	0.33706	93	0.6714259
DNMBP	1052	8.76015	994	4.959845	213	2.757636	1247	3.803858
TMPO	4031	53.23062	1779	14.07701	132	2.710092	1498	7.246404
C11orf54	267	5.252512	905	10.66818	188	5.750096	803	5.786733
PIM3	342	7.709272	850	11.48133	813	28.49307	3270	27.00207
MATR3	7318	93.59426	7450	57.09512	2009	39.94829	7457	34.93679
MBOAT2	1208	8.53057	995	4.210368	47	0.5160246	1748	4.521833
MCM3AP	2300	19.91307	1614	8.373363	661	8.897611	3402	10.78964
HMG20A	524	6.794108	1101	8.554101	191	3.850312	999	4.744918
FAM96A	634	32.53529	1151	35.39375	186	14.8402	1260	23.68634
SMC5	1011	9.089131	650	3.501632	708	9.896142	969	3.191222
RPL27A	9334	102.5932	23431	154.3219	3644	62.27169	24580	98.96799
EPM2AIP1	660	4.757854	432	1.866108	319	3.575356	1345	3.551824
RDH14	160	5.362678	160	3.213421	52	2.709733	424	5.205825
SMG1P2	35	0.8412986	35	0.5041225	68	2.54128	81	0.7132293
CLTCL1	149	1.449109	92	0.5361529	2029	30.68022	161	0.5735916
NCEH1	977	12.21006	273	2.044428	119	2.312233	2022	9.256917
NPIPA5	759	37.41059	3105	91.70654	429	32.87543	2327	42.01566
PPP1R3D	146	2.258947	331	3.068789	79	1.900385	245	1.388613
TMEM8B	227	3.530533	972	9.058715	147	3.55462	1594	9.081651
MECOM	35	0.3269925	18	0.1007693	24	0.3486121	106	0.3627753
