geneID	A_RC	A_RPKM	B_RC	B_RPKM	C_RC	C_RPKM	D_RC	D_RPKM
MIR627	0	0	0	0	0	0	0	0
OPN1MW3	0	0	0	0	0	0	0	0
OR9A4	0	0	0	0	0	0	0	0
WDR17	147	1.072098	0	0	13	0.1474083	54	0.144269
SLAIN2	1826	16.29055	1483	7.92797	995	13.80128	2161	7.062391
TAS2R3	0	0	0	0	0	0	0	0
LOC101928030	0	0	0	0	0	0	0	0
RPA4	4	0.1389295	0	0	0	0	0	0
MIR675	0	0	0	0	0	0	0	0
PAX9	28	0.4834352	2	0.0206917	0	0	9	0.05692261
LOC100132057	2	0.07222462	1	0.0216392	0	0	27	0.357175
LOC105378853	2	0.1563463	35	1.6395	30	3.646198	54	1.54637
SNORD114-29	0	0	0	0	0	0	0	0
YIF1B	719	14.08241	1097	12.87481	143	4.354574	3058	21.94056
IFT172	339	3.325311	423	2.486331	136	2.074116	1064	3.823282
EIF1	6287	254.2621	13469	326.407	8668	545.0276	25264	374.2849
MIR548F5	0	0	0	0	0	0	0	0
ZC3H4	733	6.427146	847	4.450241	185	2.522013	1167	3.74841
DNAAF1	0	0	0	0	0	0	1	0.01131603
CHRM5	1	0.01630489	0	0	0	0	3	0.01791848
ABHD16B	52	1.570153	101	1.827452	7	0.3286232	408	4.512954
SOX17	0	0	0	0	194	6.882987	21	0.1755477
DIXDC1	619	17.06683	1043	17.23186	311	13.33165	1873	18.91742
CRISPLD1	61	0.7556556	85	0.6309558	2	0.03851993	422	1.914999
ZNF90	73	1.0431	6	0.05137363	1	0.02221593	21	0.109922
CPNE3	2511	27.68438	2656	17.54697	256	4.388231	3809	15.38371
NMT1	2841	31.11163	4405	28.90569	404	6.87851	5782	23.19486
IFNA22P	0	0	0	0	0	0	0	0
FAM26E	464	2.542956	993	3.261039	11	0.09372921	770	1.545872
UNC45A	1768	25.96881	2249	19.79453	95	2.169476	4229	22.75462
HOXB-AS3	58	9.257003	0	0	0	0	1	0.05846614
MED24	1091	16.06889	1341	11.8352	881	20.17429	2561	13.8176
NHLRC3	220	3.518607	608	5.8269	72	1.790367	963	5.642044
ATRN	2094	30.14617	2509	21.64422	231	5.170456	4104	21.64337
OSCAR	25	0.6643555	63	1.003199	56	2.313716	85	0.8274495
ZSWIM3	66	1.256431	220	2.509594	9	0.2663783	104	0.7252541
LINC00690	0	0	0	0	0	0	0	0
LINC01687	0	0	0	0	0	0	0	0
XPO5	1092	10.91731	1083	6.487947	101	1.569914	1118	4.094461
GPR55	0	0	0	0	0	0	3	0.01539547
LOC109864279	5033	20.2069	20445	49.18649	809	5.049899	1560	2.294348
SIGLECL1	0	0	0	0	0	0	0	0
LOC101927839	0	0	0	0	0	0	0	0
MRPL45	611	21.07136	1150	23.76485	268	14.36969	1423	17.97704
CDH15	3	0.05627154	2	0.02247933	437	12.74414	17	0.1168096
CCDC42	0	0	0	0	0	0	0	0
MIR3591	0	0	0	0	0	0	0	0
ATP13A4-AS1	0	0	0	0	0	0	0	0
SMAD5	2118	16.19585	1878	8.605167	301	3.578539	1967	5.509907
LOC644669	1	0.02557309	0	0	0	0	0	0
ATXN3	360	3.177883	460	2.433208	43	0.5901539	707	2.286214
C7orf31	37	0.5497896	85	0.7568322	6	0.1386141	105	0.5715393
PTGER4	35	0.5494547	445	4.186101	260	6.345979	475	2.731615
MMGT1	1018	10.61483	1381	8.628688	340	5.511953	1439	5.496522
MIR3145	0	0	0	0	0	0	0	0
PSORS1C3	0	0	0	0	0	0	2	0.06625506
TTLL9	3	0.05810051	12	0.1392598	0	0	5	0.03547242
USH2A	3	0.00851985	5	0.008508766	1	0.004415421	3	0.003121002
LOC105372441	0	0	0	0	0	0	0	0
NUDT10	93	2.573421	55	0.9119615	1	0.04302188	65	0.6588754
HTATSF1	1597	28.34888	1407	14.96618	1290	35.60263	2508	16.30874
COL4A2-AS2	0	0	0	0	0	0	1	0.0129156
VWA5A	172	4.964373	809	13.9917	17	0.7628626	1670	17.6569
AMPH	383	5.995054	166	1.556999	29	0.7057547	779	4.466773
LINC01973	0	0	0	0	1	0.01772457	0	0
SF3B4	1567	42.16415	2238	36.08447	112	4.685477	2878	28.3679
FSHB	0	0	0	0	0	0	0	0
MIR545	0	0	0	0	0	0	0	0
DHRS12	40	1.786071	361	9.658992	58	4.026504	288	4.710784
ZSCAN21	116	3.127555	180	2.908073	48	2.0121	210	2.074093
L1TD1	1	0.0134403	8	0.06442948	0	0	0	0
NOLC1	2371	32.29593	1351	11.027	1350	28.58982	1944	9.700064
POMC	16	0.5975128	31	0.693705	41	2.380524	31	0.4240831
UAP1	4959	106.1618	1952	25.04031	886	29.48962	5475	42.93586
LRCH2	314	3.454823	340	2.241615	14	0.239489	388	1.563831
VSIG10L	39	0.5692554	72	0.6297395	2	0.04538726	121	0.6469786
LOC105378470	0	0	0	0	0	0	1	0.009376909
FKBP1B	35	1.609723	81	2.232308	4	0.2860254	88	1.482613
MIR205	0	0	0	0	0	0	0	0
OR6Y1	0	0	0	0	0	0	0	0
LINC01587	0	0	0	0	1	0.09336662	0	0
KANK2	5029	51.78361	6768	41.75966	407	6.515782	17931	67.63589
NUP188	2303	21.68612	1681	9.485092	229	3.352624	1725	5.950303
SRRD	171	7.092172	299	7.43088	102	6.577256	274	4.162898
APOBEC3H	2	0.1022436	0	0	0	0	9	0.168543
TLR2	4	0.05981793	32	0.2867526	385	8.951454	27	0.1479099
MICU1	1365	39.93483	2569	45.03698	499	22.69767	4133	44.29418
SLC2A8	142	3.764213	234	3.716957	88	3.626853	303	2.942324
AKR1C2	672	10.28165	9171	84.08069	319	7.588323	40908	229.2788
MARS	3231	59.44018	4456	49.12179	340	9.724863	4443	29.94205
OR51A7	0	0	0	0	0	0	0	0
LINC01036	1	0.06884053	0	0	0	0	0	0
CNPY3	684	20.67684	1804	32.67763	113	5.310898	3614	40.02011
GDI1	2240	48.41756	2941	38.09218	439	14.75302	6551	51.87099
IFITM2	1103	81.02785	12409	546.2375	1661	189.7099	7690	206.9413
FHIT	14	0.1319696	66	0.3727997	18	0.263803	58	0.2002792
MIR4658	0	0	0	0	0	0	0	0
BTAF1	1285	9.791192	652	2.976912	321	3.80276	1078	3.008938
GPX3	105	3.150986	983	17.67651	1168	54.4956	3182	34.97996
ADGRA3	977	11.47216	934	6.571786	417	7.612866	1217	5.234838
CUEDC2	762	34.16689	2223	59.72771	335	23.35376	2674	43.92117
MIR2682	0	0	0	0	0	0	0	0
RTEL1	539	5.833467	342	2.217941	91	1.531232	656	2.600782
TM9SF4	1677	22.60737	2903	23.45038	293	6.141097	4611	22.77058
FUT11	392	9.656268	392	5.786224	13	0.4978839	1535	13.8514
IFNA14	0	0	0	0	0	0	0	0
MIR3977	0	0	0	0	0	0	0	0
MIR6784	0	0	0	0	0	0	0	0
KRT2	0	0	0	0	6	0.2072321	0	0
KIAA1549	423	1.825537	455	1.176651	31	0.2080048	657	1.03867
MIR373	0	0	0	0	0	0	0	0
PLA2G3	0	0	0	0	0	0	2	0.01455696
REL	127	0.8701419	73	0.2997058	147	1.565904	308	0.7730349
ZNF99	1	0.006804565	0	0	0	0	0	0
MID1IP1-AS1	4	0.3081999	4	0.1846793	8	0.9583494	34	0.9596512
NCF2	11	0.2622919	5	0.0714411	527	19.53729	7	0.06114378
C9orf47	14	0.1551508	29	0.1925795	7	0.1206106	100	0.4059646
PRPF3	782	17.02645	849	11.07671	181	6.127133	1124	8.964904
RPL18A	6526	521.5624	26852	1285.943	3915	486.4659	20507	600.376
LOC101928358	0	0	0	0	0	0	0	0
AS-PTPRE	0	0	0	0	6	0.456857	1	0.0179403
LENG9	63	1.762382	285	4.777386	14	0.6089043	353	3.617398
SERF2-C15ORF63	0	0	14	0.2533102	1	0.04694617	14	0.1548563
SIMC1	296	4.433946	296	2.656907	68	1.583686	579	3.177161
MIR1260B	0	0	0	0	0	0	0	0
PI15	0	0	0	0	10	0.1230648	54	0.1565771
WIPI2	1853	22.40596	2662	19.28777	314	5.903087	4498	19.92368
FGL1	0	0	0	0	0	0	0	0
RASSF2	68	0.6720643	228	1.350276	386	5.93131	1271	4.601606
LIPH	0	0	0	0	0	0	1	0.00794043
RARS	2660	66.71994	1792	26.93382	222	8.657418	2391	21.96927
KRTAP20-1	0	0	0	0	0	0	0	0
MEGF11	1	0.009067767	0	0	0	0	8	0.02657372
MMP24	101	1.250013	97	0.7193672	14	0.2693906	265	1.201437
MIR345	0	0	0	0	0	0	0	0
BCL2L14	0	0	0	0	1	0.04425499	0	0
C16orf87	191	1.502084	268	1.262937	100	1.222707	311	0.8959492
DVL3	1783	18.88908	4460	28.31264	579	9.536732	5243	20.34705
SPOCK1	3241	36.00671	11405	75.92513	41	0.7081898	27746	112.9189
LINC01819	0	0	0	0	1	0.0386718	0	0
MECP2	1066	28.77008	1485	24.01575	486	20.39302	3027	29.92666
MIR6889	0	0	0	0	0	0	0	0
PTGS2	1469	17.53344	258	1.845232	625	11.5981	10542	46.09251
MIR217	0	0	0	0	0	0	0	0
MIR5692A1	0	0	0	0	0	0	0	0
WSPAR	0	0	0	0	0	0	0	0
CTSO	502	9.178535	2109	23.10639	71	2.018317	2293	15.35804
SNRPD2	1365	108.4453	3092	147.1985	330	40.7618	4547	132.332
KCTD1	284	8.717805	480	8.829089	8	0.3818038	1090	12.25681
UCP3	8	0.1916097	52	0.7463058	1374	51.16533	46	0.4035966
KBTBD13	0	0	0	0	218	5.820062	0	0
MCRS1	870	27.65578	1320	25.14354	214	10.5765	1724	20.07548
SNAR-A5	0	0	0	0	0	0	0	0
SPIRE2	82	1.355547	35	0.3467008	3	0.07710518	333	2.016541
RIMKLB	549	5.398075	388	2.286042	287	4.387427	822	2.960741
METTL18	90	3.384579	176	3.966073	5	0.2923436	101	1.391379
LARP1	5613	45.64171	4384	21.36109	1065	13.46412	7414	22.08419
L3MBTL3	256	3.153067	608	4.487276	30	0.5744814	307	1.38514
TMEM132C	0	0	0	0	18	0.3033708	0	0
CPB1	0	0	221	4.864151	2	0.1142142	167	2.247022
SFXN3	1044	18.11856	2329	24.22025	30	0.8094796	5125	32.5821
GOLGA6L9	57	0.69884	73	0.5363048	55	1.0484	164	0.7365611
LINC01433	0	0	0	0	0	0	3	0.0864133
CNGB1	0	0	0	0	0	0	3	0.03611144
CHEK1	917	12.13317	182	1.442987	9	0.1851437	460	2.22959
MIR4434	0	0	0	0	0	0	0	0
SLC19A1	292	5.974444	301	3.690346	46	1.463302	273	2.046159
F2RL3	0	0	0	0	1	0.02404857	0	0
LOC101928988	0	0	0	0	0	0	1	0.01832521
MOB1A	3388	36.99603	4806	31.44716	357	6.06096	4474	17.89657
LINC01561	1	0.02465599	41	0.6057483	0	0	9	0.0812881
PLXNA1	3968	23.47133	7782	27.5831	428	3.936146	8429	18.26434
TBPL2	0	0	0	0	0	0	0	0
CCNB2	1266	43.82924	61	1.265453	1	0.05382595	1310	16.61359
UQCC3	203	5.582685	321	5.289785	102	4.361227	657	6.618727
LINC00189	2	0.1084465	0	0	1	0.08430374	1	0.01986312
SMCO4	63	3.465115	352	11.60127	28	2.394399	214	4.311743
ANKS3	274	5.970636	920	12.01279	45	1.524558	739	5.898975
H2AFB1	0	0	3	0.1864654	0	0	5	0.1899867
SNTG1	0	0	1	0.005322877	0	0	5	0.01627019
POU4F3	0	0	0	0	0	0	0	0
TRAPPC5	596	47.07151	1909	90.34492	275	33.76805	1926	55.72245
SIPA1L2	84	0.682626	579	2.819474	289	3.651429	579	1.72363
LOC105376382	2	0.1525655	0	0	0	0	2	0.05588798
ISLR	5380	136.6708	23578	358.9106	71	2.804228	39664	369.1068
FLJ36777	0	0	8	0.1201279	6	0.2337656	19	0.1744149
MIR330	0	0	0	0	0	0	0	0
ANKRA2	207	5.050384	417	6.096435	22	0.8345226	483	4.316813
MIR6742	0	0	0	0	0	0	0	0
GPR141	0	0	0	0	61	1.333148	3	0.01544794
CFAP221	1	0.01796542	0	0	0	0	1	0.006581114
SNORD114-30	0	0	0	0	0	0	0	0
PRKCD	271	5.337075	355	4.189366	192	5.878909	859	6.197111
XKRY	0	0	0	0	0	0	0	0
NUDT14	62	3.190845	71	2.189567	36	2.880567	187	3.525475
RBFOX1	0	0	0	0	1324	65.55247	0	0
TTLL6	0	0	4	0.03721391	1	0.02413908	12	0.06824999
DCLK1	845	6.027484	1013	4.329868	50	0.5545118	7103	18.56022
TAF1A-AS1	8	0.4678454	13	0.4555558	2	0.181846	29	0.6212586
CHID1	1247	20.11811	4541	43.89935	146	3.66214	6260	36.99619
CXCL17	0	0	0	0	0	0	0	0
ZFYVE21	807	29.78445	1857	41.06898	80	4.59058	3298	44.5891
ANAPC13	1623	47.25095	1908	33.28559	421	19.05617	2457	26.2035
ENTPD1-AS1	4	0.3225671	12	0.5798654	4	0.5015122	7	0.2067855
HS6ST2	13	0.1567682	0	0	28	0.5249695	9	0.0397575
KCNJ2-AS1	3	0.06588056	32	0.4210871	46	1.570563	70	0.5631137
CTSD	4457	112.5834	29356	444.3391	2142	84.12258	72813	673.756
ADGRF5	0	0	0	0	409	5.862291	0	0
C15orf65	21	1.497556	31	1.324681	10	1.108729	78	2.037607
SURF4	9539	167.665	14840	156.3001	558	15.24878	19144	123.2634
C19orf60	421	27.73572	1286	50.76731	366	37.48865	3232	77.99929
LINC00892	1	0.07783277	0	0	0	0	0	0
UBA5	819	11.44653	1138	9.530552	268	5.823527	1989	10.18326
HYAL2	985	21.89075	1414	18.83041	101	3.489853	4262	34.69763
MOB4	1217	17.58184	1333	11.53957	487	10.93866	1306	6.911605
WDR49	0	0	0	0	4	0.09437057	0	0
SRP19	617	23.5165	826	18.86486	139	8.2369	917	12.80321
USP25	1227	12.81903	1140	7.136761	2008	32.61637	2273	8.699051
NPIPB4	51	0.675467	21	0.166663	165	3.397655	145	0.7034997
EMX2OS	2123	15.63439	4059	17.91166	157	1.797596	5970	16.10525
KMT2C	1594	5.069451	1297	2.471715	1341	6.630753	2007	2.338202
ORMDL2	342	13.74839	319	7.684267	32	2.000034	880	12.95897
C15orf52	356	3.583843	780	4.705215	571	8.937099	412	1.519351
HIST1H3D	4	0.2329067	60	2.093434	0	0	80	1.706373
LOC343052	0	0	0	0	0	0	0	0
TSPO2	0	0	0	0	0	0	0	0
ACSM1	0	0	0	0	0	0	0	0
MIR502	0	0	0	0	0	0	0	0
IVD	749	8.610172	1240	8.541569	592	10.58067	1524	6.417665
ARHGAP29	1850	11.05276	3907	13.98711	301	2.795933	4907	10.73932
MIR191	0	0	0	0	0	0	0	0
JDP2	1367	18.58717	4796	39.07598	223	4.714233	6177	30.76695
DNAJB5-AS1	0	0	0	0	8	0.8929199	3	0.07889407
NNAT	75	3.091475	28	0.6915894	9	0.5767775	97	1.464664
IL17RE	37	0.7292138	25	0.2952426	5	0.1532091	214	1.545002
LIX1L	1099	14.74502	1625	13.06432	231	4.818601	2506	12.31659
SLC37A3	1055	17.13393	1261	12.27172	123	3.105783	2087	12.41621
TMTC2	233	2.575766	554	3.669831	18	0.3093744	769	3.114145
CXCR6	3	0.082376	0	0	4	0.1707658	4	0.04023477
HIST1H4H	3	0.4301613	31	2.663531	79	17.61159	65	3.414173
RCHY1	224	2.734441	477	3.489191	221	4.194442	321	1.435448
SYCP1	0	0	0	0	0	0	0	0
MIR126	0	0	0	0	0	0	0	0
PDE2A	4	0.04970044	0	0	94	1.81589	3	0.01365474
CTCFL	0	0	0	0	0	0	1	0.005848355
NUPR2	0	0	0	0	0	0	0	0
PCYT1A	1187	28.99999	421	6.163326	316	12.00316	1570	14.05105
DLEU1	169	6.258926	297	6.591063	21	1.209188	219	2.971114
KDELC2	3887	48.35242	2400	17.88961	84	1.624592	5129	23.37214
IMPDH1	1311	27.23933	2099	26.13317	150	4.845587	2586	19.68268
ACACB	73	0.4232625	344	1.195174	1673	15.08149	450	0.9557877
EIF3K	1379	82.99812	3252	117.2844	1740	162.8226	3504	77.25562
RUVBL2	1701	45.88488	1740	28.12551	299	12.54001	2992	29.56575
MARVELD2	25	0.6312003	9	0.1361619	0	0	20	0.1849776
CD300C	0	0	0	0	7	0.3677598	14	0.1732985
LINC00501	0	0	0	0	0	0	5	0.04761179
CHRM3-AS1	0	0	0	0	0	0	0	0
RCBTB2	131	2.160907	346	3.420005	103	2.641578	328	1.981986
TSL	0	0	0	0	0	0	1	0.01798958
CPAMD8	0	0	0	0	46	0.6405001	1	0.003280665
SLC35G6	1	0.04487596	1	0.02689055	0	0	3	0.04931705
LOC150935	0	0	0	0	0	0	0	0
ITGAD	0	0	0	0	1	0.02129665	0	0
KLF12	534	2.625052	600	1.767396	223	1.704367	866	1.559469
TIMM8B	400	18.81641	661	18.6322	396	28.96233	1399	24.10774
KCCAT333	0	0	0	0	0	0	2	0.02996892
FYCO1	1748	11.00488	2013	7.594055	4888	47.84501	5960	13.74524
MIR3196	0	0	0	0	0	0	0	0
FAM53C	1026	12.45102	1817	13.21291	1091	20.58467	3325	14.78126
EFTUD2	1961	24.43357	1680	12.54309	490	9.492202	1943	8.86838
SLC35E4	275	5.696162	290	3.599428	70	2.254287	1660	12.59563
DPH6	106	2.388419	50	0.6750884	51	1.786637	101	0.8336584
CTSLP2	0	0	0	0	0	0	0	0
HOXA2	4	0.1206452	4	0.07229293	6	0.2813602	12	0.1325846
TBC1D1	1180	18.92332	523	5.025774	854	21.2929	1181	6.937889
PHACTR3	98	2.235399	426	5.822702	0	0	61	0.5097074
FBXL6	116	3.457869	144	2.572165	17	0.7878814	420	4.586294
ELL2	4727	41.92752	3062	16.27439	1931	26.62915	4301	13.97478
EFCAB5	11	0.1466305	16	0.127802	3	0.06217479	20	0.09766157
TFPI2	2340	52.04755	177	2.359085	160	5.533067	1120	9.125666
KIAA1586	493	9.135453	256	2.842556	24	0.6914421	375	2.54552
FOXD4L5	0	0	4	0.04134346	0	0	23	0.1453285
WASHC2C	1276	15.13219	1948	13.84286	234	4.31448	3995	17.35521
TIPIN	255	10.68346	88	2.209227	15	0.9770672	124	1.903073
ALPL	2	0.04120382	356	4.394844	425	13.61313	2150	16.22587
GOLGA8K	8	0.08269356	0	0	5	0.08035505	38	0.1438889
SLC6A12	0	0	0	0	1	0.02634325	5	0.03103416
RPS27L	2276	112.5964	3247	96.2544	255	19.61345	6765	122.5977
OR6K6	0	0	0	0	0	0	0	0
IER3IP1	1274	45.42587	1890	40.38142	469	25.99969	2426	31.6874
DEF6	13	0.3036359	1	0.01399573	37	1.343609	24	0.2053445
PPWD1	588	15.32938	736	11.4977	128	5.188225	848	8.098513
ERLIN1	3176	53.35797	2101	21.15099	157	4.100907	4469	27.5037
FRRS1	173	3.464314	204	2.447863	1	0.03113383	236	1.731192
LOC102724580	4	0.08559741	16	0.2051665	7	0.232895	18	0.1411026
LINC00700	0	0	0	0	0	0	0	0
NID2	304	3.230785	5522	35.1655	40	0.6609306	5319	20.70744
UGT1A5	0	0	0	0	0	0	0	0
STEAP3-AS1	73	1.216518	24	0.2396585	10	0.2590939	232	1.416269
MIR3190	0	0	0	0	0	0	0	0
BPY2	0	0	0	0	0	0	0	0
LINC01509	0	0	0	0	0	0	1	0.02046315
RPL39	4441	568.3926	12116	929.2078	2500	497.4725	7319	343.148
TRPV6	0	0	0	0	1	0.02864184	1	0.006748411
PRLH	0	0	0	0	0	0	0	0
LOC109910383	5	0.1434638	71	1.220722	3	0.1338305	11	0.1156184
CDHR3	23	0.1897563	10	0.04943724	4	0.05130855	227	0.6860507
INA	65	1.078843	1	0.009945592	0	0	62	0.3769628
CORO7-PAM16	123	1.803197	126	1.106864	138	3.145419	196	1.052582
CEMIP	17437	131.4806	19921	90.00922	6	0.07034004	20850	57.59145
GALNT1	1627	22.73339	3176	26.59152	596	12.94746	3033	15.52427
MIR4787	0	0	0	0	0	0	0	0
SYTL5	0	0	0	0	0	0	10	0.04078186
OIP5	168	8.094607	23	0.6640492	32	2.397165	128	2.25922
C9orf3	184	3.376909	665	7.313226	446	12.72617	603	4.053973
ATP5D	657	35.37429	1922	62.00999	2311	193.4567	3452	68.08559
INPP5F	641	6.895639	707	4.557449	80	1.338036	861	3.392983
TAP2	909	8.504316	927	5.196861	357	5.192842	2293	7.858535
RAG2	1	0.02205955	0	0	0	0	0	0
CNEP1R1	445	11.00227	553	8.192815	94	3.613362	599	5.42514
MESP1	5	0.2307521	9	0.248888	36	2.58309	31	0.5240821
LMNTD2	0	0	2	0.03063318	4	0.1589636	1	0.0093635
MIR3146	0	0	0	0	0	0	0	0
FGF10	1	0.08552915	1	0.05125073	3	0.3989301	15	0.4699671
AQP12B	0	0	0	0	0	0	0	0
ZNF816	84	1.728568	170	2.096245	8	0.2559521	79	0.5955201
C1orf68	2	0.1181207	0	0	4	0.3672969	0	0
ZNF547	43	0.8057133	93	1.044193	18	0.5243798	45	0.3088777
SULT1E1	0	0	0	0	0	0	0	0
LINC01467	0	0	0	0	0	0	0	0
KIR2DL5B	0	0	0	0	0	0	0	0
ZC4H2	152	2.657734	239	2.5041	5	0.135925	569	3.644536
MIR1286	0	0	0	0	0	0	0	0
NCK2	695	15.48426	1224	16.34078	448	15.51833	1487	12.13608
OR2G6	0	0	0	0	0	0	0	0
HINT3	442	7.014808	612	5.820105	1366	33.70588	926	5.383523
CD58	130	6.046384	303	8.444635	62	4.483379	546	9.302658
ADAM28	0	0	0	0	9	0.3514696	1	0.009201229
MIR30A	0	0	0	0	0	0	0	0
FRRS1L	19	0.1243026	6	0.02352144	0	0	70	0.1677594
MIR4327	0	0	0	0	0	0	0	0
PDGFC	2337	40.83603	1857	19.44386	50	1.358364	2646	16.93701
AUNIP	119	2.951705	60	0.8917911	36	1.388321	53	0.481575
RUFY4	0	0	0	0	0	0	0	0
TWIST1	1158	37.2748	3865	74.54904	6	0.3002751	12454	146.8512
OPN3	84	1.711493	238	2.905753	9	0.2851017	167	1.246448
UBP1	2110	28.01498	1664	13.23875	155	3.199639	3000	14.5912
EXD3	49	1.559473	245	4.672333	79	3.909042	468	5.456192
APOLD1	109	1.233971	24	0.1628079	1986	34.95578	296	1.22753
KCNMA1-AS1	0	0	0	0	0	0	0	0
SPRR2F	0	0	0	0	0	0	0	0
MIR6133	0	0	0	0	0	0	0	0
SLC4A9	0	0	0	0	0	0	0	0
ITM2A	6	0.1890486	43	0.8118513	154	7.544045	29	0.3347204
GABRR1	0	0	0	0	0	0	0	0
PRKCSH	4156	90.12247	9123	118.5444	472	15.91333	16955	134.6844
NOM1	784	6.918446	443	2.342513	148	2.030559	649	2.09797
ZNF317	541	7.291301	665	5.370507	134	2.807851	702	3.465827
TSPAN18	597	7.561451	213	1.616577	82	1.614753	175	0.8119531
GCSAML	0	0	9	0.07270183	2	0.04191875	1	0.004938317
MIR128-2	0	0	0	0	0	0	0	0
ARHGAP11A	2625	27.3606	151	0.9431031	5	0.08102663	1209	4.6162
ENPP7P13	0	0	0	0	0	0	1	0.003675327
IPMK	411	3.593772	1234	6.465614	290	3.942468	457	1.463818
IWS1	1519	27.15302	1155	12.37167	403	11.20023	1774	11.61652
LINC01054	0	0	0	0	0	0	0	0
HSD17B3	0	0	0	0	1	0.07352416	3	0.0519699
ERVK13-1	101	0.6497486	80	0.3083897	91	0.910179	377	0.8884385
LOC285762	0	0	0	0	0	0	1	0.005662907
TDRG1	0	0	0	0	0	0	0	0
KCNAB2	132	1.659338	409	3.080846	72	1.407197	705	3.246475
LOC541473	1	0.05293857	8	0.2537746	1	0.08230641	30	0.5817757
LOC284395	0	0	0	0	0	0	0	0
LOC101929552	0	0	0	0	1	0.09305401	0	0
BRAF	165	3.003536	97	1.058051	67	1.896205	410	2.733977
TMEM35B	279	16.175	1429	49.64301	13	1.171776	1244	26.41936
EPCAM	0	0	1	0.01870443	4	0.1941243	28	0.3201685
HMMR-AS1	13	0.5493681	0	0	0	0	6	0.09288238
MIR3157	0	0	0	0	0	0	0	0
TMEM45B	0	0	0	0	3	0.1296006	3	0.03053568
SNORA24	0	0	0	0	0	0	0	0
ATP13A3	7607	55.66852	2463	10.80057	782	8.897427	1586	4.251688
CRTC2	436	8.730872	1051	12.6113	215	6.693773	2008	14.7298
RASSF9	22	0.6568981	12	0.2147052	10	0.4642338	88	0.9625428
WDR86	0	0	14	0.2204208	1	0.04085076	12	0.1155
MIR378G	0	0	0	0	0	0	0	0
THG1L	261	4.803222	315	3.47367	46	1.316168	381	2.568497
LINC01796	0	0	0	0	0	0	0	0
MIR6715B	0	0	0	0	0	0	0	0
MIR6830	0	0	0	0	0	0	0	0
TECTB	0	0	0	0	0	0	0	0
TMPRSS11BNL	0	0	0	0	0	0	0	0
FLT3	0	0	1	0.008086111	2	0.04196094	60	0.2965972
AGAP1	677	3.395878	654	1.965744	235	1.832705	1543	2.83525
MIR890	0	0	0	0	0	0	0	0
ABCA17P	2	0.02560973	0	0	1	0.0199084	18	0.08443248
FLNA	56898	359.5636	29086	110.1409	1199	11.78038	70903	164.1366
MIR718	0	0	0	0	0	0	0	0
KCNG4	0	0	0	0	0	0	0	0
BCL2L13	1065	11.61296	1776	11.60438	959	16.25823	2408	9.618596
MIR6511B1	0	0	0	0	0	0	0	0
SPP1	43	1.271197	9	0.159431	2	0.09192546	36	0.3898602
KRT19	7	0.255192	0	0	0	0	33	0.440702
MIR4668	0	0	0	0	0	0	0	0
LOC105373100	0	0	0	0	1	0.04055272	0	0
RASD2	192	3.464448	3	0.03243695	36	1.009943	15	0.0991485
RBM34	739	19.08969	980	15.16933	136	5.462038	1107	10.47524
FAM122B	557	11.70001	451	5.676666	46	1.502277	786	6.048051
RP9P	334	13.80982	821	20.34093	53	3.407054	799	12.10182
RIOX2	748	8.228272	840	5.536971	273	4.669078	866	3.489691
HMGB3P1	0	0	0	0	0	0	0	0
A2M-AS1	3	0.0704997	14	0.1971424	10	0.3653654	11	0.09469363
DCT	4	0.04583485	0	0	5	0.08907735	4	0.01679028
PRKY	214	1.590152	0	0	0	0	0	0
IL1A	0	0	0	0	1	0.0284367	4	0.02680031
MIR1208	0	0	0	0	0	0	0	0
CATIP	0	0	0	0	2	0.122974	0	0
LINC00272	0	0	0	0	0	0	0	0
RPS2P32	15	0.7847821	11	0.3448549	0	0	44	0.8432814
CDC42SE1	1089	19.16625	1221	12.87688	485	13.27127	3394	21.8818
IFNA13	0	0	0	0	0	0	2	0.05572943
STK36	394	4.336812	670	4.419113	51	0.8727825	1332	5.370821
MIR514A3	0	0	0	0	0	0	0	0
NTM	499	7.928818	73	0.695051	1	0.02470412	765	4.452782
RUFY1	923	20.05572	2273	29.59524	247	8.344397	3155	25.11296
ENOSF1	962	12.31828	253	1.94125	44	0.8759698	985	4.620333
LOC105375218	0	0	4	0.1044166	0	0	0	0
LINC01538	0	0	0	0	0	0	0	0
ZNF354A	205	4.302735	469	5.898608	52	1.696897	294	2.260477
GPR83	5	0.06261884	0	0	2	0.03894274	9	0.04128949
UQCRHL	166	16.54655	177	10.57203	157	24.33103	685	25.01221
ARL8B	2958	53.14171	3294	35.46066	981	27.40109	3918	25.7848
LOC100506321	1	0.05991818	0	0	0	0	5	0.1097465
MCAT	191	5.462781	488	8.363462	86	3.824198	630	6.600594
C8orf31	33	0.8387126	51	0.7767036	2	0.07902976	173	1.610673
KCNQ1OT1	430	0.2515464	192	0.06730337	265	0.2410222	1452	0.3111561
LINC01548	0	0	0	0	0	0	0	0
NCKAP1L	1	0.01424728	0	0	59	1.30691	0	0
DYNLRB2	1	0.04439303	7	0.1862082	0	0	17	0.2764558
ALPP	0	0	0	0	0	0	1	0.006612125
USP17L22	0	0	0	0	0	0	0	0
LINC01484	0	0	0	0	0	0	0	0
BTBD8	23	0.8523952	0	0	2	0.1152404	14	0.1900655
ATRX	2230	10.76785	1380	3.992905	795	5.968327	2685	4.749308
